TnxTime,TxnID,ItemNo,Qty,CardNum
1577836800.0,1,5555,4,1545
1577836801.0,2,3333,10,7896
1577836803.0,3,1111,9,7896
1577836806.0,4,3333,5,4857
1577836806.0,5,5555,2,1545
1577836808.0,6,2222,4,8987
1577836810.0,7,4444,8,2234
1577836811.0,8,2222,6,5723
1577836813.0,9,1111,1,7896
1577836813.0,10,5555,9,8987
1577836813.0,11,4444,7,1545
1577836816.0,12,5555,4,3068
1577836817.0,13,4444,6,3724
1577836820.0,14,1111,6,1354
1577836823.0,15,5555,1,8123
1577836824.0,16,1111,6,3068
1577836824.0,17,2222,6,5723
1577836826.0,18,1111,8,3068
1577836826.0,19,2222,10,3724
1577836828.0,20,2222,1,4049
1577836831.0,21,5555,10,4857
1577836832.0,22,4444,1,8123
1577836834.0,23,4444,9,8123
1577836834.0,24,1111,2,3068
1577836834.0,25,1111,1,4857
1577836835.0,26,4444,5,7896
1577836835.0,27,2222,7,2938
1577836837.0,28,4444,5,7896
1577836840.0,29,2222,8,5723
1577836840.0,30,1111,7,9121
1577836840.0,31,2222,9,1545
1577836840.0,32,4444,4,3068
1577836840.0,33,5555,10,4049
1577836843.0,34,3333,9,1545
1577836844.0,35,3333,10,7896
1577836844.0,36,2222,5,9121
1577836847.0,37,5555,5,5723
1577836850.0,38,4444,9,2435
1577836851.0,39,4444,3,2938
1577836854.0,40,4444,1,2435
1577836854.0,41,1111,8,1545
1577836855.0,42,1111,3,3068
1577836856.0,43,5555,7,4958
1577836856.0,44,4444,7,4049
1577836858.0,45,5555,2,4958
1577836860.0,46,4444,2,3068
1577836861.0,47,1111,3,4958
1577836863.0,48,2222,9,5723
1577836866.0,49,4444,7,3135
1577836866.0,50,3333,6,4857
1577836869.0,51,1111,2,4958
1577836870.0,52,2222,7,8123
1577836870.0,53,3333,7,2435
1577836873.0,54,2222,5,2435
1577836873.0,55,3333,9,7896
1577836873.0,56,1111,7,2938
1577836874.0,57,5555,4,4049
1577836876.0,58,3333,8,2234
1577836876.0,59,3333,6,8987
1577836878.0,60,4444,3,4857
1577836881.0,61,4444,9,3068
1577836883.0,62,2222,6,2938
1577836886.0,63,4444,1,1545
1577836889.0,64,5555,3,4958
1577836889.0,65,5555,2,1354
1577836892.0,66,4444,9,3724
1577836895.0,67,4444,10,4049
1577836896.0,68,5555,5,3068
1577836899.0,69,3333,8,7896
1577836901.0,70,1111,5,9121
1577836903.0,71,5555,8,8123
1577836904.0,72,2222,8,3135
1577836907.0,73,3333,1,3724
1577836909.0,74,5555,2,3068
1577836911.0,75,2222,2,1545
1577836912.0,76,4444,9,3135
1577836914.0,77,5555,7,4857
1577836916.0,78,2222,2,1545
1577836916.0,79,3333,9,9121
1577836917.0,80,1111,5,1354
1577836918.0,81,2222,3,4857
1577836918.0,82,5555,2,7896
1577836918.0,83,1111,4,4958
1577836918.0,84,4444,9,3135
1577836920.0,85,5555,2,4857
1577836920.0,86,1111,5,2234
1577836922.0,87,4444,10,8123
1577836924.0,88,5555,10,5723
1577836924.0,89,4444,8,4049
1577836927.0,90,3333,3,8123
1577836929.0,91,1111,2,8123
1577836929.0,92,1111,8,2435
1577836930.0,93,4444,8,2435
1577836931.0,94,5555,9,4049
1577836933.0,95,4444,1,2938
1577836935.0,96,3333,9,9121
1577836936.0,97,4444,8,8987
1577836939.0,98,1111,10,4049
1577836939.0,99,2222,7,3068
1577836940.0,100,5555,1,9121
1577836943.0,101,4444,7,3724
1577836945.0,102,3333,3,9121
1577836948.0,103,3333,3,3724
1577836948.0,104,3333,2,3068
1577836949.0,105,2222,4,7896
1577836952.0,106,3333,9,4958
1577836955.0,107,3333,1,1545
1577836955.0,108,5555,8,8987
1577836957.0,109,4444,7,2234
1577836957.0,110,3333,2,2938
1577836958.0,111,4444,10,2435
1577836961.0,112,3333,9,2938
1577836962.0,113,1111,3,1545
1577836962.0,114,3333,8,5723
1577836964.0,115,4444,8,2435
1577836966.0,116,5555,1,8123
1577836966.0,117,3333,7,3724
1577836966.0,118,5555,2,3724
1577836967.0,119,4444,10,2938
1577836968.0,120,2222,1,2938
1577836968.0,121,3333,4,1354
1577836971.0,122,3333,10,2435
1577836971.0,123,4444,10,5723
1577836973.0,124,3333,1,4049
1577836976.0,125,2222,2,4857
1577836979.0,126,3333,9,5723
1577836982.0,127,5555,8,5723
1577836982.0,128,3333,9,7896
1577836983.0,129,2222,5,2938
1577836984.0,130,5555,8,5723
1577836986.0,131,2222,4,2938
1577836988.0,132,5555,10,1354
1577836988.0,133,2222,10,4049
1577836989.0,134,5555,8,3135
1577836989.0,135,1111,10,9121
1577836991.0,136,3333,3,1354
1577836994.0,137,4444,2,3068
1577836997.0,138,4444,8,3724
1577836999.0,139,1111,8,8987
1577837002.0,140,2222,4,8123
1577837003.0,141,2222,6,2938
1577837003.0,142,4444,4,4049
1577837006.0,143,5555,1,5723
1577837009.0,144,4444,7,5723
1577837011.0,145,5555,9,7896
1577837013.0,146,2222,6,7896
1577837015.0,147,2222,2,8123
1577837015.0,148,4444,4,3724
1577837018.0,149,1111,8,3724
1577837021.0,150,5555,5,4049
1577837023.0,151,5555,2,7896
1577837024.0,152,1111,8,4958
1577837027.0,153,1111,7,4049
1577837030.0,154,1111,10,8987
1577837033.0,155,3333,10,3068
1577837035.0,156,3333,9,3068
1577837036.0,157,4444,7,3135
1577837037.0,158,4444,3,5723
1577837037.0,159,2222,1,3724
1577837037.0,160,1111,6,1545
1577837040.0,161,2222,3,2234
1577837042.0,162,2222,1,7896
1577837045.0,163,3333,3,4857
1577837048.0,164,1111,1,9121
1577837051.0,165,3333,10,3068
1577837051.0,166,3333,2,1545
1577837053.0,167,1111,2,4049
1577837053.0,168,2222,2,4857
1577837055.0,169,3333,1,3068
1577837057.0,170,1111,6,8987
1577837059.0,171,5555,4,8987
1577837062.0,172,2222,8,3068
1577837064.0,173,4444,2,1545
1577837067.0,174,4444,8,2938
1577837067.0,175,1111,6,2234
1577837067.0,176,4444,10,2938
1577837067.0,177,4444,6,3068
1577837069.0,178,1111,9,2435
1577837070.0,179,3333,6,1354
1577837070.0,180,5555,4,8123
1577837070.0,181,2222,4,1354
1577837072.0,182,2222,3,4958
1577837072.0,183,3333,10,8123
1577837074.0,184,5555,6,4857
1577837075.0,185,2222,9,2435
1577837077.0,186,4444,2,4958
1577837077.0,187,1111,4,8123
1577837080.0,188,2222,9,2234
1577837080.0,189,5555,3,2938
1577837081.0,190,5555,5,1545
1577837084.0,191,1111,3,5723
1577837086.0,192,1111,3,2938
1577837086.0,193,2222,1,9121
1577837089.0,194,5555,1,1354
1577837091.0,195,1111,5,2435
1577837092.0,196,3333,1,4857
1577837094.0,197,4444,9,2938
1577837097.0,198,4444,1,2234
1577837097.0,199,1111,4,5723
1577837098.0,200,4444,6,3135
1577837100.0,201,1111,2,8987
1577837102.0,202,2222,1,8987
1577837103.0,203,2222,3,8123
1577837106.0,204,4444,10,8123
1577837108.0,205,4444,6,8987
1577837108.0,206,1111,8,8123
1577837110.0,207,1111,10,2435
1577837110.0,208,5555,9,3724
1577837112.0,209,5555,10,8123
1577837115.0,210,1111,3,3068
1577837116.0,211,3333,9,3068
1577837117.0,212,2222,10,4049
1577837120.0,213,5555,1,4857
1577837121.0,214,1111,6,2435
1577837123.0,215,4444,6,1354
1577837126.0,216,2222,1,1354
1577837129.0,217,4444,4,3724
1577837131.0,218,5555,1,1545
1577837131.0,219,3333,5,4857
1577837133.0,220,1111,6,8987
1577837136.0,221,2222,3,8987
1577837137.0,222,4444,3,2938
1577837137.0,223,4444,10,3724
1577837140.0,224,4444,1,4049
1577837142.0,225,2222,1,3724
